,link
40,https://www.realmaster.com/en/toronto-on/460-adelaide-st-e/725-moss-park-TRBC4988069?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
41,https://www.realmaster.com/en/toronto-on/22-penhurst-ave/stonegate-queensway-TRBW5092988?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
42,https://www.realmaster.com/en/toronto-on/655-evans-ave/alderwood-TRBW5087869?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
43,https://www.realmaster.com/en/toronto-on/681-jane-st/rockcliffe-smythe-TRBW5083392?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
44,https://www.realmaster.com/en/toronto-on/21-sufi-cres/victoria-village-TRBC5095079?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
45,https://www.realmaster.com/en/toronto-on/92-manor-rd-e-rd/mount-pleasant-west-TRBC5093345?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
46,https://www.realmaster.com/en/toronto-on/8825-sheppard-ave-e/101-rouge-e11-TRBE5082348?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
47,https://www.realmaster.com/en/toronto-on/20-merchant-ln/126-dufferin-grove-TRBC5101693?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
48,https://www.realmaster.com/en/toronto-on/19-barberry-pl/605-bayview-village-TRBC5099605?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
49,https://www.realmaster.com/en/toronto-on/50c-bleecker-st/cabbagetown-south-st-james-town-TRBC5093184?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
50,https://www.realmaster.com/en/toronto-on/150-sudbury-st/1211-little-portugal-TRBC5090046?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
51,https://www.realmaster.com/en/toronto-on/205-sherway-gardens-rd/1101-islington-city-centre-west-TRBW5095670?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
52,https://www.realmaster.com/en/toronto-on/225-sherway-gardens-rd/1603-islington-city-centre-west-TRBW5095035?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
53,https://www.realmaster.com/en/toronto-on/1830-bloor-st-w/812-high-park-north-TRBW5088491?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
54,https://www.realmaster.com/en/toronto-on/120-homewood-ave/2804-north-st-james-town-TRBC5097114?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
55,https://www.realmaster.com/en/toronto-on/1070-sheppard-ave-w/418-york-university-heights-TRBC5089743?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
56,https://www.realmaster.com/en/toronto-on/80-john-st/3010-waterfront-communities-c1-TRBC5089059?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
57,https://www.realmaster.com/en/toronto-on/10-leith-hill-rd/20-don-valley-village-TRBC5085092?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
58,https://www.realmaster.com/en/toronto-on/21-grand-magazine-st/616-niagara-TRBC5059518?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
59,https://www.realmaster.com/en/toronto-on/311-bay-st/5102-bay-street-corridor-TRBC4948561?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=109
60,https://www.realmaster.com/en/toronto-on/115-dean-park-rd/rouge-e11-TRBE5104350?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
61,https://www.realmaster.com/en/toronto-on/105-the-queensway/3215-high-park-swansea-TRBW5110604?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
62,https://www.realmaster.com/en/toronto-on/1201-steeles-ave-w/1206-westminster-branson-TRBC5101123?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
63,https://www.realmaster.com/en/toronto-on/90-park-lawn-rd/3007-mimico-TRBW4963400?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
64,https://www.realmaster.com/en/toronto-on/121-ling-rd/1802-west-hill-TRBE5099626?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
65,https://www.realmaster.com/en/toronto-on/386-yonge-st/2609-bay-street-corridor-TRBC5100103?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
66,https://www.realmaster.com/en/toronto-on/55-ann-oreilly-rd/2506-henry-farm-TRBC5098856?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
67,https://www.realmaster.com/en/toronto-on/155-yorkville-ave/2512-annex-TRBC5093066?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
68,https://www.realmaster.com/en/toronto-on/81-edgecroft-rd/stonegate-queensway-TRBW5101119?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
69,https://www.realmaster.com/en/toronto-on/115-blue-jays-way/2906-waterfront-communities-c1-TRBC5101145?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
70,https://www.realmaster.com/en/toronto-on/2-crayford-dr/steeles-TRBE5107583?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
71,https://www.realmaster.com/en/toronto-on/8-mckee-ave/1507-willowdale-east-TRBC5099479?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
72,https://www.realmaster.com/en/toronto-on/2087-lake-shore-blvd-w/1004-mimico-TRBW4998971?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
73,https://www.realmaster.com/en/toronto-on/181-dundas-st-e/502-church-yonge-corridor-TRBC5072158?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
74,https://www.realmaster.com/en/toronto-on/1135-royal-york-rd/804-edenbridge-humber-valley-TRBW5060749?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
75,https://www.realmaster.com/en/toronto-on/44-longbourne-dr/506-willowridge-martingrove-richview-TRBW5100166?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
76,https://www.realmaster.com/en/toronto-on/55-harrison-garden-blvd/ph6-willowdale-east-TRBC5090309?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
77,https://www.realmaster.com/en/toronto-on/15-grenville-st/2207-bay-street-corridor-TRBC5073535?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
78,https://www.realmaster.com/en/toronto-on/233-beecroft-rd/719-willowdale-west-TRBC5002474?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
79,https://www.realmaster.com/en/toronto-on/830-lawrence-ave-w/2708-yorkdale-glen-park-TRBW5072349?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
80,https://www.realmaster.com/en/toronto-on/17-applebaum-ter/york-university-heights-TRBW4982581?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
81,https://www.realmaster.com/en/toronto-on/120-harrison-garden-blvd/1232-willowdale-east-TRBC5103865?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
82,https://www.realmaster.com/en/toronto-on/22-aspendale-dr/bendale-TRBE5101392?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
83,https://www.realmaster.com/en/toronto-on/101-prudential-dr/1509-dorset-park-TRBE5097716?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
84,https://www.realmaster.com/en/toronto-on/174-spadina-rd/annex-TRBC5077126?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
85,https://www.realmaster.com/en/toronto-on/12-bonnycastle-st/907-waterfront-communities-c8-TRBC4975844?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
86,https://www.realmaster.com/en/toronto-on/14-merritt-rd/oconnor-parkview-TRBE5063607?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
87,https://www.realmaster.com/en/toronto-on/30-shore-breeze-dr/4511-mimico-TRBW4949520?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
88,https://www.realmaster.com/en/toronto-on/399-adelaide-st-w/802-waterfront-communities-c1-TRBC5109098?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
89,https://www.realmaster.com/en/toronto-on/185-roehampton-ave/1501-mount-pleasant-west-TRBC5084306?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=74
90,https://www.realmaster.com/en/toronto-on/1-massey-sq/1216-crescent-town-TRBE4990845?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
91,https://www.realmaster.com/en/toronto-on/155-dalhousie-st/422-church-yonge-corridor-TRBC5074320?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
92,https://www.realmaster.com/en/toronto-on/97-anthia-dr/humber-summit-TRBW5096932?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
93,https://www.realmaster.com/en/toronto-on/44-lesmount-ave/east-york-TRBE5097757?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
94,https://www.realmaster.com/en/toronto-on/44-magnolia-ave/kennedy-park-TRBE5093769?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
95,https://www.realmaster.com/en/toronto-on/51-cambridge-ave/playter-estates-danforth-TRBE4999332?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
96,https://www.realmaster.com/en/toronto-on/53-chine-dr/cliffcrest-TRBE5085259?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
97,https://www.realmaster.com/en/toronto-on/105-the-queensway-way/1406-high-park-swansea-TRBW5000675?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
98,https://www.realmaster.com/en/toronto-on/181-dundas-st-e/1607-church-yonge-corridor-TRBC5092708?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
99,https://www.realmaster.com/en/toronto-on/375-king-st/3102-waterfront-communities-c1-TRBC5088655?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
100,https://www.realmaster.com/en/toronto-on/21-widmer-st/3001-waterfront-communities-c1-TRBC5088197?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
101,https://www.realmaster.com/en/toronto-on/95-lombard-st/701-church-yonge-corridor-TRBC5083613?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
102,https://www.realmaster.com/en/toronto-on/125-peter-st/2509-waterfront-communities-c1-TRBC4994214?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
103,https://www.realmaster.com/en/toronto-on/70-forest-manor-rd/1713-henry-farm-TRBC4974104?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
104,https://www.realmaster.com/en/toronto-on/1410-dupont-st/1406-dovercourt-wallace-emerson-junction-TRBW5088681?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
105,https://www.realmaster.com/en/toronto-on/105-the-queensway-ave/3508-high-park-swansea-TRBW5088007?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
106,https://www.realmaster.com/en/toronto-on/15-sewells-rd/306-malvern-TRBE5091103?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
107,https://www.realmaster.com/en/toronto-on/18-william-carson-cres/ph918-st-andrew-windfields-TRBC5085746?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
108,https://www.realmaster.com/en/toronto-on/8-york-st/1112-waterfront-communities-c1-TRBC5058910?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
109,https://www.realmaster.com/en/toronto-on/501-st-clair-ave-w/307-casa-loma-TRBC4985671?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
110,https://www.realmaster.com/en/toronto-on/60-tannery-rd/712-waterfront-communities-c8-TRBC4980574?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
111,https://www.realmaster.com/en/toronto-on/295-adelaide-st-w/922-waterfront-communities-c1-TRBC4969933?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
112,https://www.realmaster.com/en/toronto-on/14-filmic-ln/south-riverdale-TRBE5096353?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
113,https://www.realmaster.com/en/toronto-on/432-woodfield-rd/greenwood-coxwell-TRBE5079455?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
114,https://www.realmaster.com/en/toronto-on/25-buttonwood-ave/mount-dennis-TRBW5096581?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
115,https://www.realmaster.com/en/toronto-on/190-manitoba-st/509-mimico-TRBW5089338?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
116,https://www.realmaster.com/en/toronto-on/59-annie-craig-dr/2608-mimico-TRBW5077747?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
117,https://www.realmaster.com/en/toronto-on/1100-briar-hill-ave/304-briar-hill-belgravia-TRBW4996294?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
118,https://www.realmaster.com/en/toronto-on/197-yonge-st/2604-church-yonge-corridor-TRBC5091719?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
119,https://www.realmaster.com/en/toronto-on/621-sheppard-ave-e/628-bayview-village-TRBC5089270?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=126
120,https://www.realmaster.com/en/toronto-on/8-hillsdale-ave-e/926-mount-pleasant-west-TRBC5076285?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
121,https://www.realmaster.com/en/toronto-on/525-adelaide-st-w/1503-waterfront-communities-c1-TRBC5075108?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
122,https://www.realmaster.com/en/toronto-on/28-empress-ave/2009-willowdale-east-TRBC5072001?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
123,https://www.realmaster.com/en/toronto-on/410-queens-quay-w/1106-waterfront-communities-c1-TRBC4992751?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
124,https://www.realmaster.com/en/toronto-on/63-barkwin-dr/thistletown-beaumonde-heights-TRBW5000288?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
125,https://www.realmaster.com/en/toronto-on/9-four-winds-dr/613-york-university-heights-TRBW4965245?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
126,https://www.realmaster.com/en/toronto-on/25-lower-simcoe-st/1528-waterfront-communities-c1-TRBC5098713?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
127,https://www.realmaster.com/en/toronto-on/35-redbud-cres/agincourt-south-malvern-west-TRBE5091720?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
128,https://www.realmaster.com/en/toronto-on/382-drewry-ave/newtonbrook-west-TRBC5089226?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
129,https://www.realmaster.com/en/toronto-on/4968-yonge-st/1606-lansing-westgate-TRBC5087435?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
130,https://www.realmaster.com/en/toronto-on/56-forest-manor-rd/2205-henry-farm-TRBC5071637?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
131,https://www.realmaster.com/en/toronto-on/80-vanauley-st/806-kensington-chinatown-TRBC5054577?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
132,https://www.realmaster.com/en/toronto-on/275-yorkland-rd/2708-henry-farm-TRBC4992039?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
133,https://www.realmaster.com/en/toronto-on/65-lesmount-ave/east-york-TRBE5102164?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
134,https://www.realmaster.com/en/toronto-on/870-jane-st/103-rockcliffe-smythe-TRBW5082987?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
135,https://www.realmaster.com/en/toronto-on/225-sherway-gardens-rd/1103-islington-city-centre-west-TRBW5057202?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
136,https://www.realmaster.com/en/toronto-on/153-beecroft-rd/1503-lansing-westgate-TRBC5093198?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
137,https://www.realmaster.com/en/toronto-on/150-churchill-ave/willowdale-west-TRBC5095692?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
138,https://www.realmaster.com/en/toronto-on/15-baseball-pl/908-south-riverdale-TRBE5094110?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
139,https://www.realmaster.com/en/toronto-on/711-bay-st/1715-bay-street-corridor-TRBC5087855?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
140,https://www.realmaster.com/en/toronto-on/101-charles-st-e/4305-church-yonge-corridor-TRBC5099582?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
141,https://www.realmaster.com/en/toronto-on/18-sommerset-way/1005-willowdale-east-TRBC5099398?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
142,https://www.realmaster.com/en/toronto-on/65-east-liberty-st/1604-niagara-TRBC5078393?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
143,https://www.realmaster.com/en/toronto-on/830-lawrence-ave-w/832-yorkdale-glen-park-TRBW5057061?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
144,https://www.realmaster.com/en/toronto-on/19-grand-trunk-cres/waterfront-communities-c1-TRBC5098970?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
145,https://www.realmaster.com/en/toronto-on/489-plains-rd/east-york-TRBE5099455?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
146,https://www.realmaster.com/en/toronto-on/50-trott-sq/malvern-TRBE5097137?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
147,https://www.realmaster.com/en/toronto-on/99-blackwell-ave/810-malvern-TRBE5073064?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
148,https://www.realmaster.com/en/toronto-on/88-colgate-ave/111-south-riverdale-TRBE5077423?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
149,https://www.realmaster.com/en/toronto-on/30-merchant-ln/144-dufferin-grove-TRBC5099562?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=117
150,https://www.realmaster.com/en/toronto-on/63-marrakesh-dr/agincourt-north-TRBE5105338?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
151,https://www.realmaster.com/en/toronto-on/12-green-gates-crt/st-andrew-windfields-TRBC5104236?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
152,https://www.realmaster.com/en/toronto-on/149-leyton-ave/oakridge-TRBE5102013?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
153,https://www.realmaster.com/en/toronto-on/36-park-lawn-rd/4006-mimico-TRBW5109104?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
154,https://www.realmaster.com/en/toronto-on/55-ann-oreilly-rd/2908-henry-farm-TRBC5111530?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
155,https://www.realmaster.com/en/toronto-on/569-king-st-e/308-moss-park-TRBC5107717?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
156,https://www.realmaster.com/en/toronto-on/525-wilson-ave/450-clanton-park-TRBC5103005?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
157,https://www.realmaster.com/en/toronto-on/3-everson-dr/127-willowdale-east-TRBC5101026?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
158,https://www.realmaster.com/en/toronto-on/20-blue-jays-way/320-waterfront-communities-c1-TRBC5073225?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
159,https://www.realmaster.com/en/toronto-on/40-karnwood-dr/clairlea-birchmount-TRBE5103806?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
160,https://www.realmaster.com/en/toronto-on/4-shirley-cres/scarborough-village-TRBE5075989?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
161,https://www.realmaster.com/en/toronto-on/61-heintzman-st/1304-junction-area-TRBW5110874?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
162,https://www.realmaster.com/en/toronto-on/217-roslin-ave/10-lawrence-park-north-TRBC5111379?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
163,https://www.realmaster.com/en/toronto-on/530-st-clair-ave-w/902-forest-hill-south-TRBC5110661?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
164,https://www.realmaster.com/en/toronto-on/75-st-nicholas-st/302-bay-street-corridor-TRBC5104662?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
165,https://www.realmaster.com/en/toronto-on/77-carlton-st/1508-church-yonge-corridor-TRBC5101762?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
166,https://www.realmaster.com/en/toronto-on/251-jarvis-st/2504-church-yonge-corridor-TRBC5098385?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
167,https://www.realmaster.com/en/toronto-on/27-rean-dr/408-bayview-village-TRBC5096484?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
168,https://www.realmaster.com/en/toronto-on/18-harbour-st/802-waterfront-communities-c1-TRBC5087128?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
169,https://www.realmaster.com/en/toronto-on/155-yorkville-ave/2511-annex-TRBC5077075?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
170,https://www.realmaster.com/en/toronto-on/74-brandon-ave/dovercourt-wallace-emerson-junction-TRBW5111890?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
171,https://www.realmaster.com/en/toronto-on/633-royal-york-rd/stonegate-queensway-TRBW5098399?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=72
