,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
15,180 Coleman Ave | House Sold Price,E4889993,sold,Residential House,,20200828,20201230,"890,000","899,000",3,2,0,,N,,,,"Solid Detached Home Located Heart Of Danforth. Private Front Porch, 3 Bedroom, Ideal For Small Family, First-Time Buyer, Large Backyard, Front Parking Pad, Recently Renovated: Kitchen Cabinet, Quartz Countertop, Bathroom, Walk-In Large Shower, Vinyl Floor Thru-Out, Freshly Painted. Large Bright Dining/Work Area Overlooking Large Patio And Beautiful Backyard. Walk To Parks, Shops, Schools, Grocery Stores, Main And Vic Pk Subways. All Elf's, Fridge, Gas Stove, Washer, Dryer, All Existing Window Coverings, Newly Installed Cac, Gb&amp;E, Hot Water Tank (Rental), Shed, Main Floor Laundry. Property Close To Max The Mutt, Good For A Rental Investment.""",https://www.realmaster.com/en/toronto-on/180-coleman-ave/east-end-danforth-TRBE4889993?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"180 Coleman Ave, Toronto, Ontario, M4C1R4"
16,88 Grandview Way 1201 | Apartment Sold Price,C4936070,sold,Residential Apartment,11,20201001,20201231,"1,139,900","1,188,000",3,3,0,1600-1799,W,Owned8,Owned,1122.72,"1700 Sq.Ft. Luxury Tridel Model Sub-Penthouse W/Unobstructed View In Prestigious North York! Steps To Subway, Library, Parks, Mall, Community Centers &amp; Theatre. Highly Coveted School District;  Mckee &amp; Earl Haig. Extraordinary Designed Unit With Marble Foyer, French Drs, Crown Moulding, Wainscotting &amp; Hardwood Flrs Through-Out. Granite Counter Top, Wall To Wall Cabinets In Kit. Walk-In &amp; Extra Closet, Custom-Built Headboard, Quartz Vanity &amp; Jacuzzi In Master. Rare Hobby Rm. On A Different Floor (135 Sqft Workspace &amp; Storage), 2 Parking Spots, Oversized Washer/Dryer In The Large Laundry Room, Eat-In Area In The Kitchen With Custom Cabinet. High-End Blinds In All Rooms.""",https://www.realmaster.com/en/toronto-on/88-grandview-way/1201-willowdale-east-TRBC4936070?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"1201 88 Grandview Way, Toronto, Ontario, M2N6V6"
17,18 Glenda Rd | House Sold Price,E5072850,sold,Residential House,,20201231,20210104,"997,000","879,000",3,3,2,,N,,,,"Recently Updated &amp; Renovated, This Bright &amp; Spacious Detached Bungalow Features Three Bedrooms, Open Concept Living Rm/Dining Rm &amp; Fully Finished Lower Level. Basement Is Tenanted $1900/Month. Tenant Can Be Assumed.Please Review The Attached Schedules With Your Buyers.Call La For Any Questions.New Washrooms Sept 2020,Furnace -5 Yrs New  Conveniently Close To Parks , Schools, Transit, Shopping &amp; Amenities. A Perfect Family Home! S/S Appliances,Washer,Dryer,Fridge/Stove In The Basement.Newly Renovated Washrooms  (Sep 2020) On The Main Floor,Furnace 5 Yrs .Sep Entrance To The Basement Apartment,Basement Is Tenanted $1900/Month. Tenant Can Be Assumed.""",https://www.realmaster.com/en/toronto-on/18-glenda-rd/scarborough-village-TRBE5072850?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"18 Glenda Rd, Toronto, Ontario, M1M2H4"
18,6 Eva Rd 503 | Apartment Sold Price,W5068851,sold,Residential Apartment,5,20201220,20201222,"470,000","470,000",1,1,0,600-699,E,Owned91,None,446.69,"Large, Spacious And Bright 1 Bed 1 Bath Sun Filled East Facing Suite With Open Balcony. Luxury Laminate Flooring Throughout. Enjoy Modern Open Concept Living With Enlarged Granite Countertop. Rare Large Pantry. S/S Appliances. Unit Also Features Stacked Washer/Dryer. Large Master Bedroom Can Fit King Size Bed And Office Desk! Amazing Floor To Ceiling Windows With 9 Foot Ceilings. Minutes From Sherway Gardens Mall And Ttc! One Parking Included Close To Kipling &amp; Islington Ttc Stations, 24 Hours Concierge, Pool, Gym &amp; Guest Suites. Fridge, Stove, Dishwasher, Microwave, Washer/Dryer. All Elfs, All Window Coverings""",https://www.realmaster.com/en/toronto-on/6-eva-rd/503-etobicoke-west-mall-TRBW5068851?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"503 6 Eva Rd, Toronto, Ontario, M9C4Z5"
19,197 Yonge St 3103 | Apartment Sold Price,C4972537,sold,Residential Apartment,31,20201029,20210105,"608,000","668,800",1,1,0,500-599,E,None,None,382.39,"*Designer 1 Bedroom Unit At The Massey Tower In The Heart Of Downtown Toronto *Modern Kitchen With Built-In Appliances &amp; Island *9' High Ceilings *Unobstructed Bright East View *Large Balcony With View Of The Lake *Located Directly Across From The Eaton Centre &amp; Subway Station *Walkscore Of 97: Nearby Dundas Square, Nathan Phillips Square, Ryerson University, University Of Toronto, Path Pedestrian Walkway, Restaurants, Bars, Shops, And Parks. Built-In Appliances: Fridge, Stove, Hood Range, Dishwasher. Microwave, Washer &amp; Dryer, All Electric Light Fixtures, All Window Coverings.""",https://www.realmaster.com/en/toronto-on/197-yonge-st/3103-church-yonge-corridor-TRBC4972537?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"3103 197 Yonge St, Toronto, Ontario, M5B1M4"
20,14 Neilson Dr 303 | Apartment Sold Price,W5062341,sold,Residential Apartment,3,20201210,20201219,"420,000","479,000",2,1,0,1000-1199,W,Exclusive1,Ensuite,469.28,"Rarely Available 2 Bedroom West Facing Unit. From Your Balcony Enjoy The Sunset, Etobicoke Creek Ravine, Short Distance By Gardner Expressway To Downtown, Kipling Subway, Hwy 427, Sherway Gardens, Cloverdale Mall,  Plus Condo Amenities Such As Outdoor Pool And Tennis Court. Enjoy Outdoor Bbq By Tennis Court. Fridge, Stove, Microwave, Window Ac (All In As Is Condition), All Window Coverings, All Electric Light Fixtures. Electric Hot Water Tank Is Owned.""",https://www.realmaster.com/en/toronto-on/14-neilson-dr/303-markland-wood-TRBW5062341?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"303 14 Neilson Dr, Toronto, Ontario, M9C1V6"
21,60 Tannery Rd 315 | Apartment Sold Price,C5060627,sold,Residential Apartment,3,20201208,20201230,"550,000","559,000",1,1,1,600-699,N,None,None,380,"Brand New Contemporary 1+1 Bdrm, 1 Baths In Boutique Canary Block Bldg In Canary District! Den Offers Private Space To Work From Home. Sleek Designer-Look Cabinetry. South Facing Unit With View Of Lake &amp; Cn Tower From Large Balcony. Walk To Distillery, 18 Acre Park, Ymca, Restaurants, Cafes. Easy Access To Transit, Dvp, Gardiner. Mins To Financial Core. Great Amenities. Don't Miss This Fabulous Opportunity. Fridge, Stove, B/I Dishwasher, Microwave. Washer, Dryer. All Electric Light Fixtures .""",https://www.realmaster.com/en/toronto-on/60-tannery-rd/315-waterfront-communities-c8-TRBC5060627?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"315 60 Tannery Rd, Toronto, Ontario, M5A 0S8"
22,55 Harrison Garden Blvd 1209 | Apartment Sold Price,C5060985,sold,Residential Apartment,12,20201209,20210105,"625,000","589,800",2,2,0,800-899,N,Owned,None,736.32,"Close To Yonge St &amp; Subway, *** 2 Split Bedroom *** 2 Washroom With Unobstructed View Facing Park, ***2 Tandem Car Parking Spaces *** Open Concept Living/Dining With Hardwood Flooring Throughout, Spacious Master Bedroom With Ensuite, Modern Kitchen W Granite Counter-Top &amp; S/S Appliances, Newer Stove (2018). Amenities Including Indoor Pool, Gym, Party Room And Guest Suites. All Existing Appliances, S/S Appliances, Fridge/Stove, Microwave, D/W, W/D, All Window Coverings, All Elf's.""",https://www.realmaster.com/en/toronto-on/55-harrison-garden-blvd/1209-willowdale-east-TRBC5060985?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"1209 55 Harrison Garden Blvd, Toronto, Ontario, M2N7G3"
23,181 Dundas St E #4105 | Apartment Sold Price,C4913941,sold,Residential Apartment,41,20200914,20201231,"707,300","739,000",2,1,0,600-699,S,Owned,Owned,529.22,"Mesmerizing Excellent Location In Downtown Core Grid Condos Luxurious 2 Bedrooms 1 Bath, Located On The Corner Of Dundas And Jarvis. Parking And Locker Included. Steps To Ryerson University. Eaton Centre Dundas Subway Station Financial District At Lawrence Market, Groceries &amp; Restaurants George Brown College Moss Park, Hospitals. Stainless Steel Fridge Stove Washer, Dryer All Permanent Fixtures.""",https://www.realmaster.com/en/toronto-on/181-dundas-st-e/4105-church-yonge-corridor-TRBC4913941?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"#4105 181 Dundas St E, Toronto, Ontario, M5A1Z4"
24,29 Sergio Marchi St | Townhouse Sold Price,W5003323,sold,Residential Townhouse,,20201127,20201218,"775,000","780,000",3,4,0,1500-2000,S,,,,"Perfect Location On Hwy 400 &amp; 401 Conjunction.15 Min Drive To Airport &amp; 20 Min To Downtown Core.This Freehold T/House Displays An Impressive Flr Plan Design Which Is Amongst  One Of The Largest In The Community(1970 Sq.Ft.)Upgraded Kit,Hwd Flooring,Wood Staircase,Open Concept/Main Flr,Eat-In Kit W/Walkout To A Cozy Enclosed Balcony.Huge Mbr That Spans Across Entire 3rd Flr W/4 Pc.Ensutie &amp; Walk-In Closet.Bsmnt W/2 Pc.Bath &amp; Access To Garage+A Covered Carport. S/S Fridge, Stove, Dishwasher, Microwave, All Electrical Light Fixtures, Wasehr/Dryer, Potlights. Close To Schools, Shops, Hwy 400/401/407,.""",https://www.realmaster.com/en/toronto-on/29-sergio-marchi-st/downsview-roding-cfb-TRBW5003323?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"29 Sergio Marchi St, Toronto, Ontario, M3L0E5"
25,137 Woodfern Dr | House Sold Price,E4966929,sold,Residential House,,20201025,20201224,"740,000","745,000",3,2,0,,E,,,,"Investors Dream! Corner Semi-Detached 3 Bedroom At Birchmount And Eglinton. Mins To The Future Eglinton Lrt! One Car Garage And Large Side Yard With A Separate Entrance To The Basement. Partially Finished Basement With A 4 Piece Washroom. 1 Stove, 1 Refrigerator, Hood Range, Washer &amp; Dryer""",https://www.realmaster.com/en/toronto-on/137-woodfern-dr/ionview-TRBE4966929?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"137 Woodfern Dr, Toronto, Ontario, M1K2L4"
26,61 Town Centre Crt 102A | Apartment Sold Price,E5063794,sold,Residential Apartment,1,20201211,20201223,"495,000","499,000",2,2,0,800-899,Sw,Owned124,Owned,728.29,"Tridel Forest Vista Spacious &amp; Sunny Corner 2 Bedroom 2 Washroom Unit. Ground Floor Unit, No Need To Wait For Elevator. Walkout Patio Like Backyard, Brand New Laminate Floors Throughout, New Quartz Countertop, Fresh Paint, Crown Molding, Central Location, Steps From Stc, Restaurants, Banks, Grocery Stores, Subway, Ttc, Easy Access To 401, Beautiful Amenities Include: Pool, Sauna, Games Rm, Party Rm, Guests Suites, Library. Maintenance Fee Covers Utilities. Stainless Steel Fridge, Dishwasher, Stove, Washer/Dryer, All Electrical Light Fixtures, All Window Coverings.""",https://www.realmaster.com/en/toronto-on/61-town-centre-crt/102a-bendale-TRBE5063794?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"102A 61 Town Centre Crt, Toronto, Ontario, M1P5C5"
27,1470 Midland Ave #402 | Apartment Sold Price,E4986942,sold,Residential Apartment,4,20201111,20201221,"465,000","499,999",2,2,0,1000-1199,N,Owned,None,666.32,"Modern, Clean &amp; Beautifully Maintained Condo With 2 Bedrooms &amp; 2 Full Baths.Bright And Open Concept. Spacious Kitchen With Stainless Steel Appliances, Ceramic Backsplash, And Granite Counters. Spacious Master Bedroom With Full Ensuite Amenities Include Concierge, Indoor Pool, Gym, Guest Suites, Visitor Parking. Convenient Location With Mins To Highways, Schools And Shops. Bus Stop At Door! All Existing App(Washer,Dryer,Fridge,Stove,D/W,All Elf's,New Exhaust Fan.24 Hrs Security,Close To 401,24 Hr Ttc To U Of Toronto &amp; Centennial College At Scarborough Campus.7 Mins To Stc,Walk-In Clinic,Hosp,Bank,Tim Horton,Grocery &amp; Many More""",https://www.realmaster.com/en/toronto-on/1470-midland-ave/402-clairlea-birchmount-TRBE4986942?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=1,"#402 1470 Midland Ave, Toronto, Ontario, M1P 4Z4"
