,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
10,5 Hanna Ave 647 | Apartment Sold Price,C5099649,sold,Residential Apartment,6,20210201,20210202,"633,000","638,800",1,2,0,600-699,W,None,Owned,361.7,"Mesmerizing 2 Level Sun-Filled Loft With 17 Ft Ceilings And Floor To Ceiling Windows With Custom Blinds. Endless Views Of Toronto's Harbour Front And Overlooks Bmo Field. Gourmet Cher's Kitchen. A True Entertainers Dream. Master Bedroom On 2nd Floor Overlooks Living Room With A Spa Inspired 4 Piece Ensuite Washroom For True Relaxation. Liberty Village Shops &amp; Restaurants At Your Finger Tips. One Locker Included. Fridge. Built-In Oven. Cook Top. Microwave. Washer/Dryer. All Electrical Light Fixtures. Custom Blinds Window Coverings.""",https://www.realmaster.com/en/toronto-on/5-hanna-ave/647-niagara-TRBC5099649?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"647 5 Hanna Ave, Toronto, Ontario, M6K0B3"
11,109 Front St E 1105 | Apartment Sold Price,C5090175,sold,Residential Apartment,11,20210121,20210203,"902,000","898,000",2,2,1,1000-1199,Ne,Owned19,Exclusive,880.28,"Bright 1070 Sf Stunning Sub Ph, Quiet Corner Suite; Rarely Available! Wide Split 2+1 Bdr Floorplan With Privacy Foyer, Covered Skybridge Connection To St. Lawrence Market! Two Garage Parking Spaces + Locker. 24/7 Concierge &amp; On Site Mngmt. Pet Friendly. Walk Score 99, Steps To Ttc, Lcbo, 24Hr Groceries, Starbucks, Restaurants Galore, Boutiques, Theatres, Opera, Bce Place &amp; Iconic Dog Park! Walk To Ac Centre, Financial/Entertainment District And Waterfront! Reduced Almost $300K For Quick Sale! Hardwood And Polished White Porcelain Flooring, Granite Counters With Breakfast Bar, Ss Appl. Large Ensuite Washer/Dryer. A Block To Union Station With Direct Link To Pearson Airport.""",https://www.realmaster.com/en/toronto-on/109-front-st-e/1105-moss-park-TRBC5090175?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"1105 109 Front St E, Toronto, Ontario, M5A4P7"
12,21 Iceboat Ter 1909 | Apartment Sold Price,C4913483,sold,Residential Apartment,16,20200915,20210128,"772,000","778,000",2,2,0,800-899,Sw,OwnedTbaNoneNil,Owned,652.55,"Bright And Spacious 2 Bedroom Condo With Amazing South-West Lakeview. Freshly Painted Unit. Approx. 850 Sqft + 35 Balcony. Great Location - Steps To Cn Tower, Rogers Center, Harbour Front, Restaurants, 24 Hrs Tim Hortons, Bank, Library, Grocery Store. Gym, Visitor Parking, Pool, Party Room, Theater, Pet Spa, Squash, 24 Hrs Concierge And Much More. All Existing: Fridge, Stove, B/I Brand New Microwave, Washer &amp; Dryer, 1 Parking And 1 Locker, B/I Water Filter.""",https://www.realmaster.com/en/toronto-on/21-iceboat-ter/1909-waterfront-communities-c1-TRBC4913483?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"1909 21 Iceboat Ter, Toronto, Ontario, M5V 4A9"
13,160 Flemington Rd 613 | Apartment Sold Price,W5098195,sold,Residential Apartment,6,20210129,20210203,"570,000","499,999",2,2,0,600-699,N,Owned,Owned,542.71,"Welcome To Uptown, Transit And Shopping Driven Toronto! This Contemporary North Facing 2 Bedroom 2 Bathroom Features Open Concept Living, Upgraded Appliances, No Obstruction Surrounded By Transit, Shopping Malls, Schools And Much More! The Property Boasts Floor To Ceiling Windows, Lots Of Sunlight, Natural &amp; Neutral Colour Swatch With Granite Counter Tops, Glass Backsplash, His And Hers Master Closet, Glass Enclosed Showers And So Much More! Steps To Subway Station, 2 Minutes From Highway 401, 2 Minutes From Yorkdale Mall. Vibrant Upcoming Neighbourhood. Stainless Steel Appliances, White Washer &amp; Dryer. Window Coverings, Electric Light Fixtures. Includes 1 Parking &amp; 1 Locker.""",https://www.realmaster.com/en/toronto-on/160-flemington-rd/613-yorkdale-glen-park-TRBW5098195?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"613 160 Flemington Rd, Toronto, Ontario, M6A0A9"
14,4 Tapley Dr | House Sold Price,W5095005,sold,Residential House,,20210126,20210201,"1,131,000","999,888",3,2,1,,W,,,,"Put This Home On Your Must See List!! Come See This Renovated Raised Bungalow On A Quiet Tree Lined Street Located Close To Schools, Highway &amp; Steps From The Park! Thousands Of Dollars Spent On Quality Renovations Including Newer Kitchen And Bathrooms! Spacious Home Offers A Separate Entrance To Finished Basement, A Private Backyard, Detached Garage &amp; Lots Of Storage.  Show And Sell!!! Kitchen(2018), Bsmt Btrm(2016), Garage Roof(2016), Windows(2018) Except Front, Furnace(2020), Ac, S.S. Fridge(2020)/Stove/Dishwasher, Washer &amp; Dryer, All Light Fixtures &amp; Window Coverings; Dining Rm Wall Unit; Hwt(Rental), Ecobee 3 Sensors""",https://www.realmaster.com/en/toronto-on/4-tapley-dr/willowridge-martingrove-richview-TRBW5095005?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"4 Tapley Dr, Toronto, Ontario, M9R3P3"
15,11 Ivy Lea Cres | House Sold Price,W5069341,sold,Residential House,,20201221,20210202,"3,250,000","3,288,000",4,5,1,3500-5000,N,,,,"Come Home To Modern Luxury At 11 Ivy Lea Cres.Surrounded By Mature Trees, This Custom, Contemporary Home Sits On A Premium, Private, 168-Foot Deep Lot.4+1 Bedrooms,5 Baths,Top Of The Line Appliances,Luxury Finishes And An Elevator To Take You To All Three Levels Of This Stunning Home. The Master Suite Is A True Retreat With Picture Windows Filled With The Greenery Outside, A Spa-Like Ensuite And Plenty Of Storage With Both Walk-In And Built-In Closets. B/I Fridge,Gas Stove,B/I Dishwasher,B/I Microwave,Wine Fridge,Washer,Dryer,Beverage Fridge(Lwlevel),Humidifier,Eneregy Efficient Hrv System,Garage Dr Opener W/Remote,All Elfs,Hwt &amp; Cac.""",https://www.realmaster.com/en/toronto-on/11-ivy-lea-cres/stonegate-queensway-TRBW5069341?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"11 Ivy Lea Cres, Toronto, Ontario, M8Y2B3"
16,324 Beechgrove Dr | House Sold Price,E5094992,sold,Residential House,,20210126,20210203,"1,250,000","999,000",3,3,3,1500-2000,W,,,,"Wow! Country Size Lot In The City! Huge 55 X 242 Deep Lot! Sunny Bungalow Nestled On A Prime West Hill Tree-Lined Street Of Custom Homes. Extensively Renovated, Boasting Of A Huge Eat In Kitchen Overlooking Backyard. Large Living/Dining Area And Principal Rooms. Double Door Entry. Extra Large Front Porch/Deck. One Of A Kind. Large 3 Bedroom Basement With Separate Entrance. Walk To Ttc, Parks, Shopping. Include All Elfs And Appliances.""",https://www.realmaster.com/en/toronto-on/324-beechgrove-dr/west-hill-TRBE5094992?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"324 Beechgrove Dr, Toronto, Ontario, M1E4A4"
17,90 Sherwood Ave | House Sold Price,C5100163,sold,Residential House,,20210201,20210202,"2,070,000","1,898,000",4,4,1,2500-3000,N,,,,"Magnificent Size Principal Rooms, Main Floor Powder Room And Main Floor Family Room.  Superb Layout On The Second Floor With 4 Bedrooms, Master With Renewed Ensuite And All Closets Are Built In. There Is A Lower Level With A W/O To The Garden, A Bedroom, 4Pc Bathroom And A Large Recreation Room With Fireplace.  Double Car Garage With A Driveway That Parks 4 Cars And An Entrance Into The House. Fine Schools, Ttc, Sherwood Park, Walking Distance To Subway. S/S Gas Stove, S/S Fridge, S/S Dishwasher, S/S Microwave, Granite Updated Custom Kitchen. All Elf's And Window Coverings, New Deck, Fireplace, Furnace And A/C Recently Replaced. New Eaves, Some Photos Are Virtually Staged.""",https://www.realmaster.com/en/toronto-on/90-sherwood-ave/mount-pleasant-east-TRBC5100163?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"90 Sherwood Ave, Toronto, Ontario, M4P2A7"
18,420 Brookdale Ave | House Sold Price,C5099885,sold,Residential House,,20210201,20210202,"2,541,000","2,495,000",4,4,1,2000-2500,N,,,,"Impeccably Maintained, Stunning Home From Top-To-Bottom! Built To Perfection By Sherwood Homes, This Masterpiece Is Sure To Please. 4 + 1 Beds, 4 Baths, Hardwood Floors, Spectacular Kitchen W/Breakfast Bar &amp; Eat-In Area, Family Room W/Gas Fireplace, Master W/5Pc Ensuite, Finished Lower Level, Built-In Garage W/2-Car Driveway Parking, Landscaped Rear Garden &amp; So Much More. Situated On Quiet Cul-De-Sac, Just Steps To Brookdale Ravine. A True Pleasure To Show!!! Kitchen Aid Fridge/Freezer, Kitchen Aid Cooktop &amp; Oven, Kitchen Aid Dishwasher, Panasonic Microwave, Lg Washer &amp; Dryer, All Light Fixtures, Cvac &amp; Equipment, Garage Door Opener, All Remotes In Seller's Possession""",https://www.realmaster.com/en/toronto-on/420-brookdale-ave/bedford-park-nortown-TRBC5099885?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"420 Brookdale Ave, Toronto, Ontario, M5M1R4"
19,132 Glendora Ave | House Sold Price,C5094329,sold,Residential House,,20210126,20210203,"1,591,000","1,248,888",3,2,2,,N,,,,"Once In A Life Time Opportunity! Choose To Live In A Beautifully Renovated 3 Bedroom 2 Bathroom Bungalow On A Huge Lot. Great Opportunity To Get Into One Of The Most Desirable Neighborhoods In North York -- In The Prestigious Avondale School District. The Property Is Move-In Ready And Has Massive Potential For Redevelopment Into A Multi-Million Dollar Mansion. Home Can Easily Be Converted Into Two Separate Units. Rough Ins For Laundry On The Main Floor. Quiet Cul De Sac With Impressive Backyard And Steps Away From Glendora Park, Upgraded Windows, Electrics, And Hardwood Flooring , Fire Place, Foundation Has Been Waterproofed, S/S Appliances, Granite Countertops, Gourmet Custom Kitchen""",https://www.realmaster.com/en/toronto-on/132-glendora-ave/willowdale-east-TRBC5094329?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"132 Glendora Ave, Toronto, Ontario, M2N2W2"
20,46 Tilbury Dr | House Sold Price,W5094627,sold,Residential House,,20210125,20210202,"1,001,000","949,000",2,2,0,,W,,,,"**Estate Sale ** Spacious And Very Clean ** Originally  3 Bdrms (Can Be Converted Back Easily),  Plus Huge Den Addition In Back With Wood Burning Stove And Sky Light, Premium Lot 50.15 X 120, Backing Onto School Park, Detached Garage, Formal Dining Room, Finished Bsmt, ** Demand And Quiet Neighborhood With Custom Built Homes Starting To Be Developed ** Get In While You Still Can  , Calling Investors, Builders, Renovators And End Users * * Priced To Sell !! Fridge, Stove, Sauna In Bsmt, Washer, Sub Freezer  (All Appliances In As Is Condition).New Roof On House And Garage(2018)&amp; High Efficiency Furnace. Somewhat Smaller Copy Of Existing Survey Plus Copy Of Original Plans For Addition In Back.""",https://www.realmaster.com/en/toronto-on/46-tilbury-dr/downsview-roding-cfb-TRBW5094627?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"46 Tilbury Dr, Toronto, Ontario, M3K1W6"
21,72 William Duncan Rd | Townhouse Sold Price,W4995847,sold,Residential Townhouse,,20201120,20210203,"1,300,000","1,379,000",5,8,2,,W,,,,"Brand New Modern Contemporary 3353 Sq.Ft. Downsview Park Town Includes 7 Large Spacious Bedrooms - 5 Bedrooms With Ensuites!  Smooth 9' Ceilings Throughout, Pot Lights On Main Floor. Hardwood On Main Floor, Double Lane Garage With Garage Door Opener. Located Next To Downsview Park, Close To Every Indoor/Outdoor Sport, Close Access To Highway 400/401. ~assignment Sale~ Stainless Steel Fridge, Stove, Built-In Dishwasher, Hood Fan. Washer, Dryer, Garage Door Opener + 2 Remotes""",https://www.realmaster.com/en/toronto-on/72-william-duncan-rd/downsview-roding-cfb-TRBW4995847?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"72 William Duncan Rd, Toronto, Ontario, M3K0C3"
22,103 Granby St | Townhouse Sold Price,C5103450,sold,Residential Townhouse,,20210203,20210203,"1,671,000","1,749,000",7,5,2,,S,,,,"Newly Fl From Top To Bottom, Newly Washrooms, Newly Kitchens, Newly Washer And 2 Yrs Roof, 3 Yrs Furnace And A/C,  Prime Downtown Core. Seconds Away From Ryerson University. Walking Distance To U Of T, Seneca, Hospitals, College Subway Station, Dundas Square, Downtown Shopping, Restaurants And Entertainment, Church St &amp; Carlton. 2 Balconies. Fenced Yard. 3 Fridges, 2 Stoves, 2 Hood Fans,  Washer/Dryer, All Light Fixtures, All Window Coverings.""",https://www.realmaster.com/en/toronto-on/103-granby-st/church-yonge-corridor-TRBC5103450?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"103 Granby St, Toronto, Ontario, M5B1H9"
23,10 Mendelssohn St 109 | Apartment Sold Price,E5054069,sold,Residential Apartment,1,20201201,20210121,"520,000","539,900",2,2,0,800-899,E,Owned,None,444.63,"Custom Design Finishes For Exceptional Comfort In Luxury Living. Richness Abounds An Open Concept Floor Plan Blending Living, Dining, &amp; Kitchen Areas. Tastefully Upgraded &amp; Renovated. An Exquisite 2 Bedrooms Condo. Whether You Are Downsizing Or Creating A Family, You Will Be At Home Here. Comes With One Parking. Existing Fridge, Stove,Dishwasher,Washer,Dryer,All Elf's. Steps To Warden Subway. Close To  Schools, Mall.""",https://www.realmaster.com/en/toronto-on/10-mendelssohn-st/109-clairlea-birchmount-TRBE5054069?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"109 10 Mendelssohn St, Toronto, Ontario, M1L0G7"
24,260 Queens Quay W 1802 | Apartment Sold Price,C5103011,sold,Residential Apartment,17,20210202,20210202,"665,000","629,000",1,1,1,800-899,S,Exclusive197,Exclusive,505,"Spacious Condo With Unobstructed Lake Views! Bright &amp; Spacious Open Concept With Solarium. Parking, Locker And Ensuite Laundry Included. Excellent Building Amenities Such As Rooftop Terrace With Bbq, Gym, Sauna &amp; More! Steps To Ttc The Path, Rogers Centre, Cn Tower, Harbourfront, Waterfront Trail, Toronto Islands, King St Dining &amp; Entertainment District! Move In &amp; Enjoy Downtown Living! Fridge, Stove &amp; Dishwasher. Ensuite Laundry- Washer/Dryer. Parking Is Right To Use- $341.50 Per Quarter.""",https://www.realmaster.com/en/toronto-on/260-queens-quay-w/1802-waterfront-communities-c1-TRBC5103011?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"1802 260 Queens Quay W, Toronto, Ontario, M5J2N3"
25,42 Camden St 705 | Apartment Sold Price,C5093362,sold,Residential Apartment,7,20210125,20210203,"529,000","525,000",1,1,0,500-599,S,None,None,351.16,"Enjoy Your Loft Lifestyle In This Stunning 1 Bedroom Unit Of A Boutique Low-Rise Building. Rarely Available *Zen Lofts*! Conveniently Located In The Heart Of Downtown Toronto! This South Facing One-Bedroom Suite Features 9Ft Ceilings, An Open Concept, Floor-To-Ceiling Windows, Laminate Throughout, And Tons Of Natural Light. Ttc At Your Doorstep. Walk To Shops, Restaurants, Cafes, Bars, Theatres, Fashion &amp; Financial Districts. Fridge, Gas Stove, B/I Dishwasher, Microwave, Washer/Dryer Combo Unit, Existing Elfs, And Window Coverings.""",https://www.realmaster.com/en/toronto-on/42-camden-st/705-waterfront-communities-c1-TRBC5093362?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"705 42 Camden St, Toronto, Ontario, M5V1V1"
26,1720 Eglinton Ave E 113 | Townhouse Sold Price,C5092584,sold,Residential Townhouse,1,20210123,20210126,"455,000","475,000",1,1,0,700-799,E,OwnedP20,Owned,597.39,"Attention First Time Home Buyers And Investors! Look No Further For A Well Maintained Main Floor Large 1 Bedroom Unit In Victoria Village. 11 Ft Ceilings, 1 Parking And 1 Large Locker!! Great Amenities Including Tennis Court, Sauna, Whirlpool, Exercise Room &amp; Party Room. New Eglinton Ttc Lrt Line At Your Doorstep. Close To All Shopping Centers &amp; Hwy. Parks. Includes Fridge, Stove, Dishwasher, Washer And Dryer, All Elfs And Window Coverings Condo Is Virtually Staged.""",https://www.realmaster.com/en/toronto-on/1720-eglinton-ave-e/113-victoria-village-TRBC5092584?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"113 1720 Eglinton Ave E, Toronto, Ontario, M4A2X8"
27,9 Liszt Gate 509 | Townhouse Sold Price,C5089230,sold,Residential Townhouse,1,20210120,20210202,"795,000","699,000",4,3,1,1400-1599,W,ExclusiveRental,None,422.26,"Prime North York Neighborhoods - Leslie And Finch, Beautiful 4 Beds+Den Townhouse Corner Unit. Newly Renovated Like A Model Home W/ Finished Basement. New Hardwood Floor T/O. Open Concept Design. Large Eat-In Kitchen, Walk Out From Bright Living Room To Fully Fenced Backyard. Top Schools Zone, A.Y. Jackson &amp; Zion Height. Steps To Supermarket, Seneca College, Park, And Excellent School Location. Bus To 2 Subway Lines + Go Train, 2 Mins To Hwy 401 &amp; 404/Dvp. Internet &amp; Cable Included In Maint Fee! S/S Appl: Fridge, Stove, Dishwasher, Hood Fan, Washer&amp;Dryer. Elfs &amp; All Wdw Coverings. Hot Water Tank Rental. 2nd Parking Can Be Rent For $35/M.""",https://www.realmaster.com/en/toronto-on/9-liszt-gate/509-hillcrest-village-TRBC5089230?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"509 9 Liszt Gate, Toronto, Ontario, M2H1G6"
28,20 Scrivener Sq 517 | Apartment Sold Price,C5075806,sold,Residential Apartment,5,20210105,20210203,"1,092,000","1,149,000",1,2,0,1000-1199,S,Owned053,Owned,828.81,"Welcome To This Oversized One Bedroom Suite At Scrivener Square. A Beautiful Round Marble Foyer Introduces You To This Spacious South Facing Suite. A Large Living Dining Kitchen And Workspace Is Perfect For Entertaining Or Working From Home. Good Sized Master With Walk In Closet And Large Ensuite Bath And There Is Even A Balcony. The Concierge Service And All Amenities Are First Class And You're Just Steps Away From Yonge St Shops, Restaurants And The Subway. Ge Profile Fridge/Freezer (As Is Condition) Fridge, Kitchen Aid Cooktop And Built In Wall Oven, Microwave, Dishwasher, Whirlpool Washer, Dryer, 1 Parking Spot, 1 Locker.""",https://www.realmaster.com/en/toronto-on/20-scrivener-sq/517-rosedale-moore-park-TRBC5075806?d=https://www.realmaster.com/en/sold-price/Toronto-ON?page=44,"517 20 Scrivener Sq, Toronto, Ontario, M4W3X9"
