,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
2723,100 Lotherton Path 315 | Apartment For Sale,W4995760,for sale,Residential Apartment,3,20201120,,,"389,000",3,1,0,1000-1199,Nw,OwnedA315,None,832,"Tastefully Updated End-Unit 3 Bedroom Condo In The Yorkdale-Glen Park Area, Great Opportunity For Investors/First Time Home Buyers. This Unit Offers A Large Open Concept Living And Dining Area And Walk-Out To An Open Balcony, Along With An Updated Kitchen And Ensuite Laundry. Minutes From Subway, Hwys, And Yorkdale Shopping Centre. Fridge, Stove, Clothes Washer And Dryer, All Electrical Light Fixtures""",https://www.realmaster.com/en/toronto-on/100-lotherton-path/315-yorkdale-glen-park-TRBW4995760?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=120,"315 100 Lotherton Path, Toronto, Ontario, M6B 2G8"
2724,40 Old Mill Rd 102 | Apartment For Sale,W4990419,for sale,Residential Apartment,1,20201116,,,"999,967",1,2,1,1200-1399,Ns,Owned,Owned,1581.48,"The Riverstone- Lrge One Bdrm Plus Den- Could Be Easily Converted To 2nd Bdrm- Ground Level With 2 Baths - Approx. 1200 Sq. Ft. Plus 420 Sq. Ft. Terrace O/Looking The Humber River And Parkland! Elegant Boutique Style Bldg. * Only 2 Units Per Floor!!! Ultimate Privacy! * Gorgeous Front To Back Suite * Bright Sun-Filled Rms, Open &amp; Airy Feel, New Hrdwd Thru-Out, Calif Shutters * 1 Parking And Locker. Enjoy The Peace &amp; Tranquility Of Your Own Private 420 Sq. Ft Terrace Overlooking The Humber River * Exceptional Views, Magnificent Settings * Across From The Old Mill! * Walk To The Kingsway, Old Mill Subway, Trails &amp; More!""",https://www.realmaster.com/en/toronto-on/40-old-mill-rd/102-kingsway-south-TRBW4990419?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=120,"102 40 Old Mill Rd, Toronto, Ontario, M8X1G7"
2725,62 Forest Manor Dr 1603 | Apartment For Sale,C4999197,for sale,Residential Apartment,16,20201124,,,"688,000",2,2,0,800-899,Ne,Owned69Owned69,Owned,642.85,"Fantastic Don Mills &amp; Sheppard Location. Convenient &amp; Close To Fairview Mall, Schools, Public Library, Highways, Ttc, Community Centre. Two Bedroom Suite Featuring, 9' Foot Ceilings. Theater Room, Indoor Pool &amp; Hot Tub, Fitness Room, Yoga Studio, Guest Room, Landscaped Courtyard With Bbq Area &amp; 24 Hour Concierge. S/S Fridge, S/S Stove, S/S Dishwasher, S/S Microwave. Washer And Dryer. 1 Parking Fits For Two Cars, 2 Lockers.""",https://www.realmaster.com/en/toronto-on/62-forest-manor-dr/1603-henry-farm-TRBC4999197?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=120,"1603 62 Forest Manor Dr, Toronto, Ontario, M2J 0B6"
2726,211 Queens Quay W 1007 | Apartment For Sale,C4989927,for sale,Residential Apartment,2,20201114,,,"2,000,000",2,3,0,1600-1799,Sw,Exclusive49,Exclusive,2160.89,"Rare, Iconic, Landmark, Prestige, All Words Used To Describe The Terminal. This Unit Is All About The Unobstructed Panoramic Lake And City Vistas; Spectacular Sunsets Over Lake Ontario As The Cn Tower Beckons. A Wonderful Layout Provides The Best Of Two Worlds, Private Personal Space Twinned With Open Concept Principal Rooms Which Convey I'm Home. First Class Amenities! S/S Lg Fridge; Bosch: Wall Ovens, Cooktop, B/I D/W, Stacked Washer &amp; Dryer, Heat Pump (Owned), Hwt (Owned), All Window Blinds, All Elfs, Coffered Ceilings, Pot Lights, Uv Prot On Greenhouse Windows, Locker On Same Flr, Exclusive Parking.""",https://www.realmaster.com/en/toronto-on/211-queens-quay-w/1007-waterfront-communities-c1-TRBC4989927?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=120,"1007 211 Queens Quay W, Toronto, Ontario, M5J2M6"
2727,921 College St | House For Sale,C4998560,for sale,Residential House,,20201124,,,"3,750,000",5,4,2,,S,,,,"A Detached Solid 3 Story Building With 6 Parking Spaces At The Rear Elfs, S&amp;S Heating Equipment.""",https://www.realmaster.com/en/toronto-on/921-college-st/palmerston-little-italy-TRBC4998560?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=120,"921 College St, Toronto, Ontario, M6H 1A1"
2728,608 Richmond St W 717 | Apartment For Sale,C4998488,for sale,Residential Apartment,7,20201124,,,"929,000",2,2,0,800-899,N,None,Owned,593,"Boutique Living At The Harlowe Condominiums + Lofts! Suite Features 2 Bedrooms/ 2 Washrooms + Large Balcony, 9Ft Exposed Concrete Ceilings/Walls, Floor To Ceiling Windows, Modern Kitchen W/ Gas Stove, B/I Wall Oven, Island W/ Storage, Stone Countertops, Hardwood Flooring Throughout, Sleek Bathrooms, North Exposure &amp; Much More. Steps To Grocery Stores, Queen/King West &amp; Public Transit. S/S Fridge/Freezer, B/I Wall Oven, Gas Cook Top, Microwave W/ Duct Out, Dishwasher, Front Loading Washer/Dryer, Existing Electric Light Fixtures, Bicycle Locker, Gas Line To Balcony For Bbq, Suite Has Been Professionally Painted &amp; Cleaned.""",https://www.realmaster.com/en/toronto-on/608-richmond-st-w/717-waterfront-communities-c1-TRBC4998488?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=120,"717 608 Richmond St W, Toronto, Ontario, M5V1Y9"
2729,51 White Oak Blvd | House For Sale,W4997685,for sale,Residential House,,20201123,,,"2,698,000",4,6,1,,S,,,,"This Sun-Filled Kingsway Beauty Suits So Many! 4+ Bdrms, 6 Baths, Spacious Rms, Big Eat-In Kitchen, Family Rm, A Rm For All In The Family! Master Suite W/ W/I Closet &amp; Luxury Bath. Lower Level Separate Entrance &amp; Separate Living Quarters With Kitchen For In-Law Or Extra Income. Many Walk-Outs With Sitting Areas &amp; Pretty Gardens. Fully Reno'd, So Lovely &amp; Tasteful &amp; Only A Block To Kingsway Shops, Pubs, Dining, Cafes, Schools, Parks, Rec Centre &amp; Subway! All Existing Appliances, Washer/Dryer, Window Coverings, Electric Light Fixtures (Exclude Foyer And Dining Room Light Fixture), Irrigation System. Hwt Is Rented. Seller &amp; Broker Do Not Warrant Retrofit Status.""",https://www.realmaster.com/en/toronto-on/51-white-oak-blvd/kingsway-south-TRBW4997685?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=120,"51 White Oak Blvd, Toronto, Ontario, M8X1J1"
2730,621 Sheppard Ave E 731 | Apartment For Sale,C4972404,for sale,Residential Apartment,7,20201029,,,"549,999",1,1,1,500-599,S,Rental,None,327.22,"Brand New Vida Condo At The Heart Of Bayview Village **Premium Unit With Spectacular View** One Level Below Ph With W/O Terrace Balcony. Open Concept &amp; Sunlight Filled W/Addt'l Den For Home Office. 9Ft Ceilings &amp; Exquisite Modern Finishes T/O. Upgraded Kitchen Cabinets, S/S Apls, Undercounter Lighting, See-Thru Glass Bdrm Door, Luxury Vinyl Flrs. Wlking Dist To Restaurants, Shopping,Ymca, Loblaws, Subway Line &amp; Easy Access To Hwy 401&amp;404. 3D Tour Available! Stainless Steel Fridge, Whirlpool Stove, Dishwasher, Microwave, Washing Machine &amp; Dryer, All Electrical Light Fixtures. Status Certificate Is Ready!""",https://www.realmaster.com/en/toronto-on/621-sheppard-ave-e/731-bayview-village-TRBC4972404?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=120,"731 621 Sheppard Ave E, Toronto, Ontario, M2K0G4"
2731,480 Queens Quay W 203W | Apartment For Sale,C4885426,for sale,Residential Apartment,1,20200825,,,"1,750,000",3,3,0,2500-2749,Sw,Owned120142,Exclusive,2100,"Reduced! Best Value! Awesome Kings Landing! Legendary Luxury, Harbourfront's Finest! Opportunity Knocks. Rare 3-Bedroom, 3 Bath, Huge 2500 Sf., Superb Architecture, Centre-Hall Floor Plan, Lux Lakeside Bungalow,  Art Gallery Foyer, Storage Galore, Updated White Kitchen, Formal Dining Room, Piano-Size Curved Great Room, Private Patio For Bbq's. World-Class Amenities: Pool, Gym,Tennis, Golf! Fridge,Wall Oven,Stovetop,Micro,Dw, Wd, (All As Is), Elf, Binds, Butcher Block Island, B/I Wall-To-Wall Closets, Wine Pantry,Private Corner Unit, Large Locker, 2 Parking! Bargain Price @ $700 Psf! Boutique Bldg Only 100 Suites.Pet-Friendly""",https://www.realmaster.com/en/toronto-on/480-queens-quay-w/203w-waterfront-communities-c1-TRBC4885426?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=120,"203W 480 Queens Quay W, Toronto, Ontario, M8V2Y5"
2732,11 Rivercrest Rd | Other For Sale,W4843502,for sale,Residential Other,,20200724,,,"2,175,000",,,,2916,,,,,"Location!!! Location!!! A Rare Opportunity To Own An Income Property With Four Large One Bedroom Units Plus An One Bedroom Basement Apartment. Long Term Tenants. Located One Short Block From Bloor West Shops, Restaurants And Subway. Built In 1936. 5 Fridges, 5 Stoves, Coin Washer And Dryer, All Electric Light Fixtures, Gas Boiler And Equipment.""",https://www.realmaster.com/en/toronto-on/11-rivercrest-rd/lambton-baby-point-TRBW4843502?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=120,"11 Rivercrest Rd, Toronto, Ontario, M6S4H4"
2733,11 Rivercrest Rd | House For Sale,W4843425,for sale,Residential House,,20200724,,,"2,175,000",4,5,1,,N,,,,"Location!!! Location!!! A Rare Opportunity To Own An Income Property With Four Large One Bedroom Units (Which Are Similar Size), Plus One Bedroom Basement Apartment. Long Term Tenants. Located One Block North Of Bloor St. W. Off Jane St. Convenient To The Subway, Major Highways And Bloor West Shops And Restaurants. Built In 1936. 5 Fridges, 5 Stoves, Coin Washer And Dryer, All Electric Light Fixtures, Gas Boiler And Equipment, 3 Car Attached Garage.""",https://www.realmaster.com/en/toronto-on/11-rivercrest-rd/lambton-baby-point-TRBW4843425?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=120,"11 Rivercrest Rd, Toronto, Ontario, M6S4H4"
2734,128 Fairview Mall Dr 1006 | Apartment For Sale,C4982584,for sale,Residential Apartment,10,20201105,,,"520,000",1,2,1,500-599,N,None,None,403.06,"Live In New Development Next To Fairview Mall 1+1 Unit With 2 Full Baths. Urban Amenities Like Games Room And Media Space Meet The Needs Of Young Professionals. With The Access To Hwy 404/401/Dvp, Don Mills Rd &amp; Sheppard Ave At Your Doorsteps. You Can Be Anywhere In Minutes. Modern Design In An Established Community, Steps From Fairview Mall And Minutes From The Don Mills Station. No Smokers. S/S Fridge, S/S Stove, S/S Dishwasher, Microwave, Washer/Dryer, Vertical Blinds In Living Room And Bedroom.""",https://www.realmaster.com/en/toronto-on/128-fairview-mall-dr/1006-don-valley-village-TRBC4982584?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=120,"1006 128 Fairview Mall Dr, Toronto, Ontario, M2J2Z1"
2735,65 St. Mary St 4005 | Apartment For Sale,C4970109,for sale,Residential Apartment,39,20201028,,,"1,350,000",2,2,0,800-899,Nw,Owned127,Owned,668.91,"Mary St 4005 Toronto Ontario, 2Bd 2Ba Apartment For Sale, Asking Price: undefined. 5 Years**Conner Unit** Wrapped By Two Huge Balcony**Large 2-Bedrooms**Aaa Prime Location**Luxurious Lifestyle In Toronto's Most Exclusive Bay Street And Yorkville District*** Right Next To U Of T Campus And Queen's Park. Steps To Ttc And Bloor/Yorkville Shopping And Restaurants. Parking Spot Next To The Elevator. Prestigious Ucondos Residences! Bright, Unobstructed And Stunning Views Of The City And Lake.10 Feet Ceiling With Ceiling To Floor Huge Windows. Walk To The Royal Ontario Museum! Stainless Steel (Exhaust Fan, Microwave, Oven), Cooktop, Built-In(Refrigerator, Dishwasher). Existing Electrical Light Fixtures. Window Coverings, Closet Organizer, One Parking And One Locker""",https://www.realmaster.com/en/toronto-on/65-st-mary-st/4005-bay-street-corridor-TRBC4970109?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=120,"4005 65 St. Mary St, Toronto, Ontario, M5S0A6"
2736,439 Pape Ave | House For Sale,E4996715,for sale,Residential House,,20201121,,,"1,999,999",6,3,2,1500-2000,E,,,,"Semi Detached Home In Desirable Blake Jones Location. Ideal For Renovators, Investors, This One Is For You. Great Potential. Opportunity To Create An Amazing Home In A Fantastic Location. Home Sold In As Is Condition Laneway Access To 2 Car Parking. Finished 2 Bdrm Bsmt Apartment W/O Backyard, Close To All Amenities, 24Hr Ttc/Streetcar. 1 Bus Pape To Subway. Bus Stop Is At Door Step. Any Appliances Also Sold As Is (3 Fridges, 3 Stoves, All Electrica Light Fixture, Storm Doors And Screen, Drapery Tracks, Broadloom Where Laid, Exhaust Fan)""",https://www.realmaster.com/en/toronto-on/439-pape-ave/blake-jones-TRBE4996715?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=120,"439 Pape Ave, Toronto, Ontario, M4K3P6"
2737,18 Queen Magdalene Pl | House For Sale,C4988825,for sale,Residential House,,20201113,,,"2,650,000",5,9,3,3500-5000,W,,,,"2 Year New Luxury House With Spectacular Layout, Stone Front, Pie Shape Lot Widen In The Back, Upgraded 9 Feet Ceiling On Ground Floor. Over 4000+ Sqft, Walk-Up Basement, Formal Dining With Large Servery. Extended Kitchen Cabinet, Granite Counter, Centre Island &amp; Much More. Main Fl Library W/ Fireplace, 2nd Fl Laundry. 5 Large Bdrms All W/ Ensuite. Basement Finished With 3 Bdrms All With Ensuite And Brand New Kitchen With Full Appls. S/S Appl ( Fridge, 36' Gas Stove, Range Hood, B/I Wall Oven, B/I Dishwasher ), Front Loaded Washer &amp; Dryer. All Existing Elf And Window Coverings, Cac, Gdo. Steps To Park &amp; Bus. Walk To Seneca, Mins To Fairview Mall, Subway, Hwy404 &amp;401.""",https://www.realmaster.com/en/toronto-on/18-queen-magdalene-pl/hillcrest-village-TRBC4988825?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=120,"18 Queen Magdalene Pl, Toronto, Ontario, M2H0A6"
2738,633 Bay St 2321 | Apartment For Sale,C4994613,for sale,Residential Apartment,22,20201118,,,"649,701",1,1,0,800-899,Ne,None,None,662.66,"It Is A Single Family Residence Building With No Pets &amp; Sharing Rooms*Excellent Prime Location! Step To Toronto University, Ryerson, Dundas Square, Eaton Centre, Restaurants, Financial District* Renovated Orion Model Suite Apx. 900 Sq.Ft*Spacious 1 Bedroom With Open Concept Kitchen O/L To Living* Granite Counter Tops &amp; Ceramic Backsplash &amp; Floors* Living/Dining Room Have Hardwood Floors* *Excellent Amenities: Rooftop Bbq, Gym, Indoor Pool, Squash Courts, Ping Pong Table, Basketball, Computer Access &amp; Internet*All Electrical Light Fixtures*Fridge, Stove, B/I Dishwasher, B/I Microwave, Washer &amp; Dryer*Price For Quick Action*""",https://www.realmaster.com/en/toronto-on/633-bay-st/2321-bay-street-corridor-TRBC4994613?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=120,"2321 633 Bay St, Toronto, Ontario, M5G-2G4"
2739,155 Yorkville Ave 918 | Apartment For Sale,C4995881,for sale,Residential Apartment,9,20201120,,,"509,990",1,1,0,0-499,N,None,Exclusive,395.79,"Welcome To The Residences Of Yorkville Plaza! Suite 918 Is A Modern Studio Bright And Open Concept Layout With 370 Sq. Ft Of Liveable Space. Enjoy Northern Panoramic Views. Featuring A Beautiful Bay Window, Light Engineered Flooring Throughout, High Smooth Ceilings, An Elegant Tailored Kitchen With European Style Built In Appliances, Finished With Dark Quartz Counter Tops. The Great Room Includes A Custom Murphy Bed. 4 Piece Bath W/ Quartz Counter. W/D Combo. Built In Appliances Fridge, Stove, Microwave, Dish Washer. W/D Combo, Murphy Bed.**Interboard Listing:  Oakville, Milton &amp; District R. E. Board**""",https://www.realmaster.com/en/toronto-on/155-yorkville-ave/918-annex-TRBC4995881?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=120,"918 155 Yorkville Ave, Toronto, Ontario, M5R0B4"
2740,80 John St Ph 02 | Apartment For Sale,C4977265,for sale,Residential Apartment,41,20201103,,,"1,799,000",2,2,1,1600-1799,Nw,Owned8,Owned,1580.92,"Welcome To Festival Tower, Located In The Heart Of Toronto's Entertainment District. Spacious Penthouse Suite, 2 Bedroom + Den, 2 Full Bathroom. Large Den Doubles As Third Bedroom Or At Home Office. A Must See, Offering Spectacular Downtown Views From The Expansive 539 Sf Wrap Around Balcony. Enjoy Open Concept Living/Dining/Kitchen W/ Multiple Walk Outs To Your New Outdoor Space. Master Bedroom Retreat W/ Custom, Walk In Closet &amp; Spa-Like 6Pc. Ensuite All Elfs And Window Coverings Included. Miele Appliances - B/I Fridge, Dishwasher, Stove, Gas Cook Top, Range, Full Sized Washer &amp; Dryer. 1 Parking &amp; 1 Locker. Building Amenities: 24Hr Concierge, Gym, Indoor Pool, Meeting/Party Room""",https://www.realmaster.com/en/toronto-on/80-john-st/ph-02-waterfront-communities-c1-TRBC4977265?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=120,"Ph 02 80 John St, Toronto, Ontario, M5V3X4"
2741,252 Newton Dr | House For Sale,C5101835,for sale,Residential House,,20210202,,,"3,280,000",4,7,2,3500-5000,N,,,,"One-Of-A-Kind Brand Custom Built Nested In The Heart Of North York! Beautiful Lay Out,Expertly Crafted&amp;Lavishly Spent! 5900 Sqft Of Luxury Living, Chef Inspired Kitchen W/Top Of Line Appliances+Gas Cooktop+Island With Breakfast Area, Timeless &amp; Elegant Natural Stone Ext. Extensive Millwork T/O. Marble Flrs. Full Panelled Wall,Layerd Moulding.Priv. Mbdr Boasts Lux 6Pc Ens &amp; Walk-In.4 Large Ensuit At 2nd Level. Walk-Up L/L, Wet Bar W/ Wine Rm. S/S Appliances, Pantry W/Stove, Cameras, Coffered Ceiling, 2 Gas Fireplaces, 2 Skylights, Garage To The Main Floor, Lights Fixture, High Ceiling At Main And Second Floor.""",https://www.realmaster.com/en/toronto-on/252-newton-dr/newtonbrook-east-TRBC5101835?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=59,"252 Newton Dr, Toronto, Ontario, M2M2P4"
2742,25 Bamboo Grve | House For Sale,C4987913,for sale,Residential House,,20201112,,,"2,880,000",4,4,0,,S,,,,"Perfectly Renovated Contemporary Family Home In Most Desirable Location In The Heart Of Denlow. Stunning Sunken Living Rm With Marble Flrs &amp; Floor To Ceiling Stone Fireplace. Dark Hardwood Flrs On Main Flr. Newer Designer Kitchen With Top Of The Line Appliances. Open Concept Family Rm &amp; Lovely Breakfast Area/Solarium With Walk Out To Garden. Renovated Bathrooms With Limestone &amp; Marble. Newer Appliances: Fridge, Gas Stove, Rangehood, Microwave, Dishwasher. Washer, Dryer. Inground Sprinkler System. Schools: Denlow Ps, Windfileds Jr High, York Mills Ci. Steps To Denlow School &amp; Banbury Community Centre.""",https://www.realmaster.com/en/toronto-on/25-bamboo-grve/banbury-don-mills-TRBC4987913?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=59,"25 Bamboo Grve, Toronto, Ontario, M3B2C6"
2743,55 Ann O'reilly Road | Condo Apt For Sale,,for sale,Residential Condo Apt,20,20210125,,,"689,000",2,2,1,700-799,NE,,,458,"暗盘代售，Tridel打造，55 Ann O’reilly高级公寓，高层2+1户型，方正宽敞维护佳，视野开阔，大Oversized车位，可并排停两辆车！实价$689,900🔥🔥视频云看房+户型图Available。WX:Deven-chen""",https://www.realmaster.com/en/toronto-on/55-ann-oreilly-road/RM1-37157?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=59,"55 Ann O'reilly Road, Toronto, Ontario, M2J 5B5"
2744,181 Alfred Ave | House For Sale,C5000708,for sale,Residential House,,20201126,,,"2,680,000",4,5,1,,S,,,,"Custom Built Home In The Heart Of Willowdale, Steps To No.1 Ranking Hollywood Public, Earl Haig Ss, Bayview Ms, Claude Watson For The Arts. Sought After South Facing Exposure. Thoroughly Renovated With 9' Ceiling On Main Fl, 2 Big Skylights, Hardwood Floor Through Out, New Painting, Granite Top In Kitchen, 2 Bedrooms With Ensuite Bath. Crown Molding, Finished Walk Out Basement To Sunny Backyard With Bedroom &amp; Bathroom &amp; Above Ground Windows, Existing Appliances, Elfs &amp; Window Coverings. 3-Yr Hrv System, Cac, Brand New Roof (Sept, 2020). Lawn Sprinkling System. Security Camera System ($7000 In Purchase Value) With 20 Security Sensors.""",https://www.realmaster.com/en/toronto-on/181-alfred-ave/willowdale-east-TRBC5000708?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=59,"181 Alfred Ave, Toronto, Ontario, M2N3J3"
2745,225 Sumach St | Condo Apt For Sale,,for sale,Residential Condo Apt,16,20210118,,,"729,000",2,2,0,800-899,SE,,,,"💥💥💥抄底捡漏💥💥💥 DuEast精品楼盘，现已交房，Corner户型，两面采光，近市中心大学校区， Dundas Square, 楼下有足球场，游泳馆，各种商铺，餐馆，绝对让你领略东区的全新现代完善社区。 2房，2卫，朝东南， 855平方尺+150平方尺阳台，15层以上，挥泪降价，只要$729,000，捡漏拼手快，速联！可以安排看房， 绝对是购买转楼花的最佳阶段。""",https://www.realmaster.com/en/toronto-on/225-sumach-st/RM1-36931?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=59,"225 Sumach St, Toronto, Ontario, M5A3K3"
2746,127 Overland Dr | House For Sale,C5099506,for sale,Residential House,,20210201,,,"3,988,000",4,5,1,,S,,,,"A Stately Architectural Splendour At 127 Overland Is Ideally Situated In A Most Coveted Exclusive Spot On The Street.Magnificent Palatial Residence With Minutes Drive To Toronto's Prestigious Rosedale Golf Club,Cricket Skating&amp;Curling Club,Hwy401,Parks And Ravines.Stunning Mix Of World European Elegance &amp; Contemporary Flair Built With High-End Uncompromised Quality By Renowned Builder This Home Stand Out.Pool Sized Lot In High Demand Neighbourhood,Lot More... Modern Kitchen W Professional Series Appliances,Subzero Built-In Fridge,Wolf 6 Burner Stove,Wolf Oven,Wolf Microwave,Bosh Dishwasher,Hood Fan,Ceiling Speakers,Multip.Fireplaces.With Custom Built-Ins,Stunning Millwork Allthroug,Washer,Dryer""",https://www.realmaster.com/en/toronto-on/127-overland-dr/banbury-don-mills-TRBC5099506?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=59,"127 Overland Dr, Toronto, Ontario, M3C2C7"
2747,63 Northwood Dr | House For Sale,C5099454,for sale,Residential House,,20210201,,,"1,999,000",5,2,0,,S,,,,"Rare South Exposure Premium Lot Of 50 X 217 Ft On A Highly Sought-After Newtonborook Neighborhood, 5 Bedroom, 2 Kitchens With In-Law Suite In The Lower Level, Excellent Opportunity To Purchase &amp; Move In, Rent Out Or Build Your Dream Home. S/S Fridge, Stove, Washer, Dryer, Basement Fridge, Stove, All Elf's, All Window Coverings""",https://www.realmaster.com/en/toronto-on/63-northwood-dr/newtonbrook-east-TRBC5099454?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=59,"63 Northwood Dr, Toronto, Ontario, M2M2J9"
2748,160 Wedgewood Dr | House For Sale,C5099450,for sale,Residential House,,20210201,,,"1,898,000",3,3,3,,N,,,,"Fully Renovated Bungalow Located In A High Demand, Prestigious Neighborhood, Nestled On An Extra Deep 218Ft Premium Lot (Cottage-Like Setting Backyard)- Totally Renovated Modern Kitchen W/ Portlights, Granite Countertops &amp; Stainless Steel Appliances. 2 In-Law Apartments With 2 Kitchens &amp; 2 Washrooms In The Basement. Perfect For Users, Investors &amp; Builders. Step To Ttc, Tennis Courts, Centre Point Mall, Playgrounds &amp; Parks Stainless Steel Built In Oven &amp; Microwave Combo, Newer A/C &amp; Roof, Dishwasher, Range Hood, Cook Top,2 Fridges,2 Stoves, Washer, Dryer, All Electric Lights Fixtures,*Tankless Water Heater (Rental) , Upgraded 1 Water Line.""",https://www.realmaster.com/en/toronto-on/160-wedgewood-dr/newtonbrook-east-TRBC5099450?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=59,"160 Wedgewood Dr, Toronto, Ontario, M2M2H9"
2749,13 Glen Baillie Pl | Townhouse For Sale,C5098791,for sale,Residential Townhouse,,20210130,,,"1,398,000",4,4,2,1500-2000,S,,,,"Attn Investors! Over 2000 Sqft Of Living Space - 3 Units With Many Options. Live In Your Renovated 2-Level Loft Collecting Income While Paying No Maintenance Fees. Or Rent All 3 Units Out. Close To U Of T, Ago, Hospitals, Tourist Areas And Financial District. Seconds To Spadina, Kensington, Chinatown And Ttc. In Area Of High Rental Potential! All Existing Stoves, Fridges, Dws, Washer/Dryer, Light Fixtures And Window Coverings. Note That Water Heater Is Owned.""",https://www.realmaster.com/en/toronto-on/13-glen-baillie-pl/kensington-chinatown-TRBC5098791?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=59,"13 Glen Baillie Pl, Toronto, Ontario, M5T1J6"
2750,233 Olive Ave | House For Sale,C5098727,for sale,Residential House,,20210130,,,"3,100,000",4,5,2,3500-5000,S,,,,"*Hidden Gem In Willowdale*No Detail Overlooked*Spectacular Architectural-Gorgeous C/Built Hm By Builder Registered W/Tarion**H-E-A-Ted Driveway W/Sensor*Apx 3900Sf+Prof Fnshd Bsmt*Combination Of Elegance/Unsurpassed Craftmanship(Stunning Look)**Spacious/Hi Ceilings W/Generous-Functional Flr Plan*Camera Security Monitoring,Multi-Gas Fireplace,Amazing Landscaping(Walters),Bsmt W/Upscale Features:Gas F/Plcs-Wet Bar-Extra Laundry Rm:Feels Like A Main Level(Bsmt)! *S/S Kitchenaid Fridge,5Gas Burner W/Griddle Stove,Microwave/Oven,Mieleb/I Dishwasher,F/L 2Washers/2Dryers,Pot Filler,Multi Gas F/Place,B/I Speaker,Rope-Indirect Lit,B-In/Decorative Shelves,Skylits,Spacious Foyer-Marble Floor U/G Spklr,Cvac""",https://www.realmaster.com/en/toronto-on/233-olive-ave/willowdale-east-TRBC5098727?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=59,"233 Olive Ave, Toronto, Ontario, M2N4P5"
2751,106 Rajah St | Other For Sale,C5096302,for sale,Residential Other,,20210126,,,"2,960,000",8,10,3,,W,,,,"Wonderful Investment Opportunity Legal 5-Plex Plus 1 Extra Unit In A Great Neighborhood 6 Apartments Totally Renovated, Over 300,000 Spent On Renovations, New Kitchens, New Bathrooms ,New Floors, New Doors, Some Windows New, New Furnace, New Hwt, New Intercom System With Cameras, Roof About 4 Yrs, Freshly Painted Exterior. 5X2 Bedrooms And One Bachelor (4 Of The 2 Bedrooms With 2 Baths) 4 Balconies, Furniture Negotiable Separate Landry In Each Unit, 6 El. Meters, 5 Window A/C Units And 2 Wall A/C Units Double Garage And 10 Surface Parking Spots. Potential Gross Income 160,000 Approximate Expenses 22,000 6 Fridges, 6 Stoves, 6 B/I D. Wrs, 6 Washer, 6 Dryers""",https://www.realmaster.com/en/toronto-on/106-rajah-st/englemount-lawrence-TRBC5096302?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=59,"106 Rajah St, Toronto, Ontario, M6A2J3"
2752,34 Allenvale Ave | House For Sale,C5093142,for sale,Residential House,,20210125,,,"899,000",3,3,0,,E,,,,"Semi - Detached 3  Bed, 2.5 Bath Home Located In Quiet Oakwood Neighborhood. Open Concept Kitchen &amp; Living Room. Kitchen Updated Nov/2020 ( Island, Stove, Cabinets, Hood Fan) Bathroom On 2nd Floor Updated August/ 2020. Separate Entrance To Basement. Private Backyard With Playground For Kids. Close To Schools, Park, Subway, Yorkdale. Walking Distance To Eglinton. Motivated Seller! Include: Fridge, Stove, Microwave, Washer &amp; Dryer, Elfs, Window Coverings, Playground In Backyard. Hot Water Tank Is Rental.""",https://www.realmaster.com/en/toronto-on/34-allenvale-ave/oakwood-vaughan-TRBC5093142?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=59,"34 Allenvale Ave, Toronto, Ontario, M6E2A6"
